code,uz,ru
C07AA15,Karteolol,Картеолол
C07AA16,Tertatolol,Тертатолол
C07AA17,Bopindolol,Бопиндолол
C07AA19,Bupranolol,Бупранолол
C07AA23,Penbutolol,Пенбутолол
C07AA27,Kloranolol,Клоранолол
C07AB,Selektiv beta-adrenoblokatorlar,Селективные бета-адреноблокаторы
C07AB01,Praktolol,Практолол
C07AB02,Metoprolol,Метопролол
C07AB03,Atenolol,Атенолол
C07AB04,Asebutolol,Ацебутолол
C07AB05,Betaksolol,Бетаксолол
C07AB06,Bevantolol,Бевантолол
C07AB07,Bisoprolol,Бисопролол
C07AB08,Seliprolol,Целипролол
C07AB09,Esmolol,Эсмолол
C07AB10,Epanolol,Эпанолол
C07AB11,Esatenolol,Эсатенолол
C07AB12,Nebivolol,Небиволол
C07AB13,Talinolol,Талинолол
C07AB14,Landiolol,Ландиолол
C07AG,Alfa- va beta-adrenoblokatorlar,Альфа- и бета-адреноблокаторы
C07AG01,Labetalol,Лабеталол
C07AG02,Karvedilol,Карведилол
C07BA,Noselektiv beta-adrenoblokatorlar va tiazidlar,Неселективные бета-адреноблокаторы и тиазиды
C07BA02,Oksprenolol va tiazidlar,Окспренолол и тиазиды
C07BA05,Propranolol va tiazidlar,Пропранолол и тиазиды
C07BA06,Timolol va tiazidlar,Тимолол и тиазиды
C07BA07,Sotalol va tiazidlar,Соталол и тиазиды
C07BA12,Nadolol va tiazidlar,Надолол и тиазиды
C07BA68,Metipranol tiazidlar bilan majmuada,Метипранол в комбинации с тиазидами
C07BB,Selektiv beta-adrenoblokatorlar tiazid diuretiklar bilan majmuada,Селективные бета-адреноблокаторы в комбинации с тиазидными диуретиками
C07BG,Alfa- va beta-adrenoblokatorlar tiazidlar bilan majmuada,Альфа- и бета-адреноблокаторы в комбинации тиазидами
C07BG01,Labetalol va tiazidlar,Лабеталол и тиазиды
C07CA,Noselektiv beta-adrenoblokatorlar boshqa diuretiklar bilan majmuada,Неселективные бета-адреноблокаторы в комбинации с другими диуретиками
C07CA02,Oksprenolol boshqa diuretiklar bilan majmuada,Окспренолол в комбинации с другими диуретиками
C07CA03,Pindolol boshqa diuretiklar bilan majmuada,Пиндолол в комбинации с другими диуретиками
C07CA17,Bopindolol boshqa diuretiklar bilan majmuada,Бопиндолол в комбинации с другими диуретиками
C07CA23,Penbutolol boshqa diuretiklar bilan majmuada,Пенбутолол в комбинации с другими диуретиками
C07CB,Noselektiv beta-adrenoblokatorlar boshqa diuretiklar bilan majmuada,Селективные бета-адреноблокаторы в комбинации с другими диуретиками
C07CB02,Metoprolol boshqa diuretiklar bilan majmuada,Метопролол в комбинации с другими диуретиками
C07CB03,Atenolol boshqa diuretiklar bilan majmuada,Атенолол в комбинации с другими диуретиками
C07CB53,Atenolol boshqa diuretiklar bilan majmuada,Атенолол в комбинации с другими диуретиками
C07CG,Alfa- i beta-adrenoblokatorlar boshqa diuretiklar bilan majmuada,Альфа- и бета-адреноблокаторы в комбинации с другими диуретиками
C07CG01,Labetalol boshqa diuretiklar bilan majmuada,Лабеталол в комбинации с другими диуретиками
C07DA,Noselektiv beta-adrenoblokatorlar tiazidli va boshqa diuretiklar bilan majmuada,Неселективные бета-адреноблокаторы в комбинации с тиазидными и другими диуретиками
C07DA06,Timolol tiazidlar va boshqa diuretiklar bilan majmuada,Тимолол в комбинации с тиазидами и другими диуретиками
C07DB,Selektiv beta-adrenoblokatorlar tiazidli va boshqa diuretiklar bilan majmuada,Селективные бета-адреноблокаторы в комбинации с тиазидными и другими диуретиками
C07DB01,Atenolol tiazidlar va boshqa diuretiklar bilan majmuada,Атенолол в комбинации с тиазидами и другими диуретиками
C07FB,Beta-adrenoblokatorlar kalsiy kanal blokatorlar bilan majmuada,Бета-адреноблокаторы в комбинации с блокаторами кальциевых каналов
C07FB02,Metoprolol boshqa gipotenziv preparatlar bilan majmuada,Метопролол в комбинации с другими гипотензивными препаратами
C07FB03,Atenolol boshqa gipotenziv preparatlar bilan majmuada,Атенолол в комбинации с другими гипотензивными препаратами
C07FB07,Bisoprolol boshqa gipotenziv preparatlar bilan majmuada,Бисопролол в комбинации с другими гипотензивными препаратами
C08CA,Digidropiridin hosilalari,Производные дигидропиридина
C08CA01,Amlodipin,Амлодипин
C08CA02,Felodipin,Фелодипин
C08CA03,Isradipin,Исрадипин
C08CA04,Nikardipin,Никардипин
C08CA05,Nifedipin,Нифедипин
C08CA06,Nimodipin,Нимодипин
C08CA07,Nisoldipin,Нисолдипин
C08CA08,Nitrendipin,Нитрендипин
C08CA09,Latsidipin,Лацидипин
C08CA10,Nilvadipin,Нилвадипин
C08CA11,Manidipin,Манидипин
C08CA12,Barnidipin,Барнидипин
C08CA13,Lerkanidipin,Лерканидипин
C08CA14,Silnidipin,Цилнидипин
C08CA15,Benidipin,Бенидипин
C08CA16,Klevidipin,Клевидипин
C08CA55,Nifedipin boshqa vositalar bilan majmuada,Нифедипин в комбинации со средствами
C08CX,Qon-tomirlariga taʼsir qiluvchi kalsiy kanallarining boshqa selektiv blokatorlari,Другие селективные блокаторы кальциевых каналов с преимущественным действием на сосуды
C08CX01,Mibefradil,Мибефрадил
C08DA,Fenilalkilamin hosilalari,Производные фенилалкиламина
C08DA01,Verapamil,Верапамил
C08DA02,Gallopamil,Галлопамил
C08DA51,Verapamil boshqa vositalar bilan majmuada,Верапамил в комбинации со средствами
C08DB01,Diltiazem,Дилтиазем
C08DB,Benzotiazepin hosilalari,Производные бензотиазепина
C08EA,Fenilalkilamin hosilalari,Производные фенилалкиламина
C08EA01,Fendilin,Фендилин
C08EA02,Bepridil,Бепридил
C08EX,Boshqa kalsiy kanallar noselektiv blokatorlari,Другие неселективные блокаторы кальциевых каналов
C08EX01,Lidoflazin,Лидофлазин
C08EX02,Pergeksillin,Пергексиллин
C08GA,Kalsiy kanallari blokatorlari diuretiklar bilan majmuada,Блокаторы кальциевых каналов в комбинации с диуретиками
C08GA01,Nifedipin diuretiklar bilan majmuada,Нифедипин в комбинации с диуретиками
C08GA02,Amlodipin diuretiklar bilan majmuada,Амлодипин в комбинации с диуретиками
C09AA,AAF ingibitorlari,Ингибиторы АПФ
C09AA01,Kaptopril,Каптоприл
C09AA02,Enalapril,Эналаприл
C09AA03,Lizinopril,Лизиноприл
C09AA04,Perindopril,Периндоприл
C09AA05,Ramipril,Рамиприл
C09AA06,Xinapril,Хинаприл
C09AA07,Benazepril,Беназеприл
C09AA08,Silazapril,Цилазаприл
C09AA09,Fozinopril,Фозиноприл
C09AA10,Trandolapril,Трандолаприл
C09AA11,Spirapril,Спираприл
C09AA12,Delapril,Делаприл
C09AA13,Moeksipril,Моэксиприл
C09AA14,Temokapril,Темокаприл
C09AA15,Zofenopril,Зофеноприл
C09AA16,Imidapril,Имидаприл
C09BA,AAF ingibitorlari diuretiklar bilan majmuada,Ингибиторы АПФ в комбинации с диуретиками
C09BA01,Kaptopril va diuretiklar,Каптоприл и диуретики
C09BA02,Enalapril va diuretiklar,Эналаприл и диуретики
C09BA03,Lizinopril va diuretiklar,Лизиноприл и диуретики
C09BA04,Perindopril va diuretiklar,Периндоприл и диуретики
C09BA05,Ramipril va diuretiklar,Рамиприл и диуретики
C09BA06,Xinapril va diuretiklar,Хинаприл и диуретики
C09BA07,Benazepril va diuretiklar,Беназеприл и диуретики
C09BA08,Silazapril va diuretiklar,Цилазаприл и диуретики
C09BA09,Fozinopril va diuretiklar,Фозиноприл и диуретики
C09BA12,Delapril va diuretiklar,Делаприл и диуретики
C09BA13,Moeksipril va diuretiklar,Моэксиприл и диуретики
C09BA15,Zofenopril va diuretiklar,Зофеноприл и диуретики
C09BB,AAF ingibitorlari kalsiy kanallar blokatorlari bilan majmuada,Ингибиторы АПФ в комбинации с блокаторами кальциевых каналов
C09BB02,Lerkanidipin va enalapril,Лерканидипин и эналаприл
C09BB03,Lizinopril va amlodipin,Лизиноприл и амлодипин
C09BB04,Amlodipin va perindopril,Амлодипин и периндоприл
C09BB05,Ramipril va felodipin,Рамиприл и фелодипин
C09BB07,Amlodipin + Ramipril,Амлодипин + Рамиприл
C09BB10,Verapamil va trandolapril,Верапамил и трандолаприл
C09BB12,Delapril va manipidin,Делаприл и манипидин
C09BX,AAF ingibitorlari boshqa vositalar bilan majmuada,Ингибиторы АПФ в комбинации со средствами
C09BX01,"Amlodipin, indapamid va perindopril","Амлодипин, индапамид и периндоприл"
C09CA,Angiotenzin II retseptorlari antagonistlari,Антагонисты рецепторов ангиотензина II
C09CA01,Lozartan,Лозартан
C09CA02,Eprosartan,Эпросартан
C09CA03,Valsartan,Валсартан
C09CA04,Irbesartan,Ирбесартан
C09CA05,Tazosartan,Тазосартан
C09CA06,Kandesartan,Кандесартан
C09CA07,Telmisartan,Телмисартан
C09CA08,Olmesartan,Олмесартан
C09CA09,Azilsartan medoksomil,Азилсартан медоксомил
C09CA10,Fimasartan,Фимасартан
C09DA,Angiotenzin II retseptorlari antagonistlari boshqa vositalar bilan majmuada,Антагонисты рецепторов ангиотензина II в комбинации с диуретиками
C09DA01,Lozartan va diuretiklar,Лозартан и диуретики
C09DA02,Eprosartan va diuretiklar,Эпросартан и диуретики
C09DA03,Valsartan va diuretiklar,Валсартан и диуретики
C09DA04,Irbesartan va diuretiklar,Ирбесартан и диуретики
C09DA06,Kandesartan va diuretiklar,Кандесартан и диуретики
C09DA07,Telmisartan va diuretiklar,Телмисартан и диуретики
C09DA08,Olmesartan medoksomil diuretiklar bilan majmuada,Олмеcартана медоксомил в комбинации с диуретиками
C09DA09,Azilsartan medoksomil va diuretiklar,Азилсартана медоксомил и диуретики
C09DB,Angiotenzin II retseptorlari antagonistlari boshqa vositalar bilan majmuada,Антагонисты рецепторов ангиотензина II в комбинации с блокаторами кальциевых каналов
